id,name,type_line,power,toughness,colors,text,image
"mom-8","Phyrexian Saproling","Token Creature — Phyrexian Saproling","1","1","G","","https://cards.scryfall.io/normal/front/a/1/a10358f5-d653-49a0-9d81-a5d4e6dafe25.jpg?1783916669"
"xln-2","Illusion","Token Creature — Illusion","2","2","U","When this creature becomes the target of a spell, sacrifice it.","https://cards.scryfall.io/normal/front/a/1/a10729a5-061a-4daf-91d6-0f6ce813a992.jpg?1783935810"
"unf-1","Cat","Token Creature — Cat","2","2","W","Flying","https://cards.scryfall.io/normal/front/a/1/a16b4228-ed85-4d31-8760-88539b9a3cf9.jpg?1783920627"
"eoe-9","Munitions","Token Artifact","","","","When this token leaves the battlefield, it deals 2 damage to any target.","https://cards.scryfall.io/normal/front/a/1/a16f931a-9fa3-45b1-8d54-04b6b5bf7b71.jpg?1783905784"
"drc-1","Angel of Sanctions","Token Creature — Zombie Angel","3","4","W","Flying When Angel of Sanctions enters the battlefield, you may exile target nonland permanent an opponent controls until Angel of Sanctions leaves the battlefield.","https://cards.scryfall.io/normal/front/e/e/eee11a08-6cdc-4c47-9ad4-26b766e4a839.jpg?1783907676"
"mom-12","Phyrexian Hydra","Token Creature — Phyrexian Hydra","3","3","GW","Lifelink","https://cards.scryfall.io/normal/front/a/1/a1bb0ec0-729e-4dcb-bab4-9f31c1056ab3.jpg?1783916668"
"moc-44","Teferi's Talent Emblem","Emblem","","","","You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.","https://cards.scryfall.io/normal/front/a/2/a21250a0-8c87-4f0d-805b-5500a254dfbf.jpg?1783916641"
"med-r5","Tamiyo, the Moon Sage Emblem","Emblem — Tamiyo","","","","You have no maximum hand size. Whenever a card is put into your graveyard from anywhere, you may return it to your hand.","https://cards.scryfall.io/normal/front/a/2/a23051f6-b2e6-42b2-86ea-ed8535ba0922.jpg?1783934207"
"mom-15","Warrior","Token Creature — Warrior","3","2","RW","Whenever this creature and at least one other creature token attack, put a +1/+1 counter on this creature.","https://cards.scryfall.io/normal/front/a/2/a2661ea2-7ff6-4188-9d40-f18bb625ed52.jpg?1783916668"
"clb-23","Shapeshifter","Token Creature — Shapeshifter","2","2","","Changeling","https://cards.scryfall.io/normal/front/c/d/cd65e932-8ed6-424b-958f-d8edad2aa2f4.jpg?1783922314"
"dft-12","Vehicle","Token Artifact — Vehicle","3","2","","Crew 1 (Tap any number of creatures you control with total power 1 or more: This token becomes an artifact creature until end of turn.)","https://cards.scryfall.io/normal/front/a/3/a3803365-ed78-409f-8ca5-7aa3634faf76.jpg?1783907677"
"khm-6","Giant Wizard","Token Creature — Giant Wizard","4","4","U","","https://cards.scryfall.io/normal/front/a/4/a40a0cb8-0caf-4dd1-b7d0-abbc626985d2.jpg?1783928080"
"neo-7","Dragon Spirit","Token Creature — Dragon Spirit","5","5","R","Flying","https://cards.scryfall.io/normal/front/a/4/a4c06e08-2026-471d-a6d0-bbb0f040420a.jpg?1783923715"
"m20-4","Elemental Bird","Token Creature — Elemental Bird","4","4","U","Flying","https://cards.scryfall.io/normal/front/a/5/a5582cd9-97e7-426f-a084-c05e2113ad13.jpg?1783932855"
"otc-13","Dragon Elemental","Token Creature — Dragon Elemental","4","4","R","Flying Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","https://cards.scryfall.io/normal/front/a/5/a59cf525-c9b6-4dc1-9f98-199436fb90f4.jpg?1783911679"
"dmu-22","Ornithopter","Token Artifact Creature — Thopter","0","2","","Flying","https://cards.scryfall.io/normal/front/a/6/a63d3174-75af-4dfa-b2f9-c4330c755af1.jpg?1783921125"
"2xm-30","Wurm","Token Artifact Creature — Wurm","3","3","","Lifelink","https://cards.scryfall.io/normal/front/a/6/a6ee0db9-ac89-4ab6-ac2e-8a7527d9ecbd.jpg?1783930224"
"ala-10","Beast","Token Creature — Beast","8","8","GRW","","https://cards.scryfall.io/normal/front/a/7/a7382e4b-43dc-4b35-8a9e-ab886ea0a981.jpg?1783942524"
"kld-12","Dovin Baan Emblem","Emblem — Dovin","","","","Your opponents can't untap more than two permanents during their untap steps.","https://cards.scryfall.io/normal/front/a/7/a76ccde7-c78d-4f4a-9fe4-ad6986e2cb8e.jpg?1783937237"
"pip-10","Soldier","Token Creature — Soldier","1","1","RW","Haste","https://cards.scryfall.io/normal/front/a/a/aae7bdfe-fe14-4a18-b2b0-16e9175a0441.jpg?1783912044"
"rix-4","Golem","Token Artifact Creature — Golem","4","4","","","https://cards.scryfall.io/normal/front/a/7/a7820eb9-6d7f-4bc4-b421-4e4420642fb7.jpg?1783935214"
"tmt-5","Ninja","Token Creature — Ninja","1","1","B","","https://cards.scryfall.io/normal/front/a/7/a7b76498-d696-40d1-b7c7-91657525b44f.jpg?1783904004"
"lci-11","Dinosaur Egg","Token Creature — Dinosaur Egg","0","1","G","","https://cards.scryfall.io/normal/front/a/7/a7e24a8f-3663-47c6-94b1-4525ae9da3b5.jpg?1783913607"
"gk2-1","Bird","Token Creature — Bird","1","1","UW","Flying","https://cards.scryfall.io/normal/front/a/8/a813c741-d0d4-48cd-9bbf-8a04a544ce8e.jpg?1783933515"
"woe-18","On an Adventure","Card","","","","After an Adventure resolves, you can place the exiled card here. You may cast the creature from exile.","https://cards.scryfall.io/normal/front/f/c/fcf4c7fb-7859-4c11-8552-6817f5119d2e.jpg?1783914988"
"akh-4","Aven Wind Guide","Token Creature — Zombie Bird Warrior","2","3","W","Flying, vigilance Creature tokens you control have flying and vigilance.","https://cards.scryfall.io/normal/front/a/8/a8f339c6-2c0d-4631-849b-44d4360b5131.jpg?1783936415"
"mid-17","Teferi, Who Slows the Sunset Emblem","Emblem","","","","Untap all permanents you control during each opponent's untap step. You draw a card during each opponent's draw step.","https://cards.scryfall.io/normal/front/a/9/a970bebc-08e1-4125-a4c5-8883dfd5a5ca.jpg?1783925219"
"dde-2","Minion","Token Creature — Minion","*","*","B","","https://cards.scryfall.io/normal/front/a/9/a9930d11-4772-4fc2-abbd-9af0a9b23a3e.jpg?1783942014"
"moc-23","Feather","Token Artifact","","","R","{1}, Sacrifice Feather: Return target Phoenix card from your graveyard to the battlefield tapped.","https://cards.scryfall.io/normal/front/e/4/e401e2a8-d0a3-4517-ba20-449a1fff7f85.jpg?1783916647"
"bng-6","Zombie","Token Enchantment Creature — Zombie","2","2","B","","https://cards.scryfall.io/normal/front/a/a/aa525567-24f3-4ad4-b0b2-3b09d87cd106.jpg?1783939515"
"akh-9","Oketra's Attendant","Token Creature — Zombie Bird Soldier","3","3","W","Flying","https://cards.scryfall.io/normal/front/a/a/aa5fedcd-e5d5-4250-b64e-a04772cb9025.jpg?1783936415"
"40k-5","Space Marine Devastator","Token Creature — Astartes Warrior","3","3","W","When Space Marine Devastator enters the battlefield, destroy up to one target artifact or enchantment.","https://cards.scryfall.io/normal/front/a/a/aa796e45-1d95-44f7-927d-0cdd2f67da78.jpg?1783920667"
"thb-5","Reflection","Token Creature — Reflection","3","2","U","","https://cards.scryfall.io/normal/front/a/b/ab1c23b2-ac39-46b1-aa2b-7d6cbedba767.jpg?1783931454"
"40k-11","Arco-Flagellant","Token Creature — Human","3","1","B","Arco-Flagellant can't block. Pay 3 life: Arco-Flagellant gains indestructible until end of turn.","https://cards.scryfall.io/normal/front/a/c/acb3325d-0b43-471b-9311-1c5ba14b06cf.jpg?1783920663"
"pip-20","Wasteland Survival Guide","Token Artifact — Equipment","","","","Equipped creature gets +1/+1 for each quest counter among permanents you control. Equip {1}","https://cards.scryfall.io/normal/front/a/d/ad073c87-42f2-45f0-9613-2cdbd0abf719.jpg?1783912040"
"ddt-1","Elemental","Token Creature — Elemental","1","0","U","","https://cards.scryfall.io/normal/front/a/e/ae196fbc-c9ee-4dba-9eb3-52209908b898.jpg?1783935620"
"dmu-25","Ajani, Sleeper Agent Emblem","Emblem","","","","Whenever you cast a creature or planeswalker spell, target opponent gets two poison counters.","https://cards.scryfall.io/normal/front/a/e/ae9ee46d-b2f4-4710-bf7d-1d7a5ec0aefe.jpg?1783921123"
"fdn-12","Ninja","Token Creature — Ninja","2","1","U","","https://cards.scryfall.io/normal/front/a/e/aeec04b1-475c-4e55-b72f-327ea5258146.jpg?1783908590"
"ust-10","Brainiac","Token Creature — Brainiac","1","1","R","","https://cards.scryfall.io/normal/front/a/f/af1a8115-127d-4268-a4d0-95360862e5fb.jpg?1783935352"
"fic-8","The Blackjack","Token Legendary Artifact — Vehicle","3","3","","Flying, crew 2","https://cards.scryfall.io/normal/front/a/f/af39ce29-47bb-42bf-8d3d-224bdce96a83.jpg?1783906141"
"c19-22","Gargoyle","Token Artifact Creature — Gargoyle","3","4","","Flying","https://cards.scryfall.io/normal/front/b/1/b10d8407-03a8-4ab8-a30a-4d9b651be863.jpg?1783932826"
"rvr-19","Voja","Token Legendary Creature — Wolf","2","2","GW","","https://cards.scryfall.io/normal/front/a/f/af8ba142-4f39-45e4-8872-b6e348fd760c.jpg?1783913148"
"msc-26","Ape Villain","Token Creature — Ape Villain","3","3","R","Haste","https://cards.scryfall.io/normal/front/b/0/b0212004-3d0b-4dcd-b166-e5f80cb150a1.jpg?1783902809"
"gs1-t1","Mowu // Mowu","Token Legendary Creature — Dog // Token Legendary Creature — Dog","","","","","https://cards.scryfall.io/normal/front/b/1/b10441dd-9029-4f95-9566-d3771ebd36bd.jpg?1783934643"
"uma-12","Spark Elemental","Token Creature — Elemental","3","1","R","Trample, haste At the beginning of the end step, sacrifice Spark Elemental.","https://cards.scryfall.io/normal/front/b/1/b1270173-72fc-489a-beef-85e2d8096bd7.jpg?1783933880"
"40k-15","Plaguebearer of Nurgle","Token Creature — Demon","1","3","B","","https://cards.scryfall.io/normal/front/b/1/b19d2866-87e7-40ab-9684-0593caeb223e.jpg?1783920661"
"c18-4","Mask","Token Enchantment — Aura","","","W","Enchant permanent Totem armor (If enchanted permanent would be destroyed, instead remove all damage from it and destroy this Aura.)","https://cards.scryfall.io/normal/front/b/2/b21b5504-c5ef-4dfc-8219-8db90aca7694.jpg?1783934358"
"znr-11","Goblin Construct","Token Artifact Creature — Goblin Construct","0","1","","This creature can't block. At the beginning of your upkeep, this creature deals 1 damage to you.","https://cards.scryfall.io/normal/front/b/2/b24a63e2-c2b3-43f8-a15a-68886bec7d60.jpg?1783929495"
"bot-2","Ravage","Token Legendary Artifact Creature — Robot","3","3","B","Menace, deathtouch","https://cards.scryfall.io/normal/front/b/3/b3170b92-b4eb-4826-92ed-85deba4c4c88.jpg?1783919879"
"p03-7","Rukh","Token Creature — Rukh","4","4","R","Flying","https://cards.scryfall.io/normal/front/b/5/b5489e26-6aec-4706-9c3e-8454878fa6c3.jpg?1783944983"
"m21-17","Garruk, Unleashed Emblem","Emblem","","","","At the beginning of your end step, you may search your library for a creature card, put it onto the battlefield, then shuffle your library.","https://cards.scryfall.io/normal/front/b/5/b572a46c-8bd0-4af8-bc76-2c65841c27b9.jpg?1783930590"
"cm2-14","Triskelavite","Token Artifact Creature — Triskelavite","1","1","","Flying","https://cards.scryfall.io/normal/front/b/5/b5ddb67c-82fb-42d6-a4c2-11cd38eb128d.jpg?1783934658"
"vow-3","Spirit","Token Creature — Spirit","4","4","W","Flying","https://cards.scryfall.io/normal/front/b/6/b61e7f44-c112-4501-8850-0565fc857397.jpg?1783924698"
"30a-7","Skeleton","Token Creature — Skeleton","1","1","B","","https://cards.scryfall.io/normal/front/b/6/b63b11cd-4a96-49d5-aee1-b0ff02ef49bb.jpg?1783919204"
"rtr-12","Elemental","Token Creature — Elemental","8","8","GW","Vigilance","https://cards.scryfall.io/normal/front/b/6/b64c5f80-4676-4860-be0e-20bcf2227405.jpg?1783940381"
"who-11","Alien Angel","Token Artifact Creature — Alien Angel","2","2","B","First strike, vigilance Whenever an opponent casts a creature spell, this permanent isn't a creature until end of turn.","https://cards.scryfall.io/normal/front/b/6/b65e872a-ba16-4df2-9214-60019fd6456a.jpg?1783914716"
"q07-t12","Goblin // Blood","Token Creature — Goblin // Token Artifact — Blood","","","","","https://cards.scryfall.io/normal/front/b/7/b72fe493-f712-45b3-9af2-7f96a31cad85.jpg?1783923599"
"jou-1","Sphinx","Token Creature — Sphinx","4","4","U","Flying","https://cards.scryfall.io/normal/front/b/7/b74f1983-e9ac-47f0-836d-843a53c054cc.jpg?1783939394"
"arb-1","Bird Soldier","Token Creature — Bird Soldier","1","1","W","Flying","https://cards.scryfall.io/normal/front/b/7/b7b55dcf-ae63-4b84-8d39-80b5a6de3c1a.jpg?1783942409"
"war-6","Assassin","Token Creature — Assassin","1","1","B","Deathtouch Whenever this creature deals damage to a planeswalker, destroy that planeswalker.","https://cards.scryfall.io/normal/front/b/7/b7e997ac-5a4a-4555-9b37-06c25a5db356.jpg?1783933353"
"dsk-5","Insect","Token Creature — Insect","2","1","W","Flying","https://cards.scryfall.io/normal/front/b/8/b802aea8-0ca3-4d2c-a8ef-a80e16729c9b.jpg?1783909266"
"tdm-7","Spirit","Token Creature — Spirit","2","2","W","","https://cards.scryfall.io/normal/front/b/8/b83a7343-9f5f-4b79-8929-c84011de401c.jpg?1783906785"
"eoe-11","Tezzeret, Cruel Captain Emblem","Emblem","","","","At the beginning of combat on your turn, put three +1/+1 counters on target artifact you control. If it's not a creature, it becomes a 0/0 Robot artifact creature.","https://cards.scryfall.io/normal/front/b/9/b97ae026-a3d3-4130-bf6f-aeeb3a1ab520.jpg?1783905782"
"cmm-68","Sliver Army","Token Creature — Sliver Army","0","0","B","","https://cards.scryfall.io/normal/front/b/9/b9821f26-04b4-460b-880e-5052122b21ae.jpg?1783915231"
"afc-9","Dragon Spirit","Token Creature — Dragon Spirit","5","4","GR","When this creature deals damage, sacrifice it.","https://cards.scryfall.io/normal/front/b/9/b997ace9-ea21-437c-b9cd-128d02f58fa7.jpg?1783926351"
"drc-15","Golem","Token Artifact Creature — Golem","3","3","","Vigilance","https://cards.scryfall.io/normal/front/f/3/f3cf61ad-c9fb-405e-a0a9-0ab147a984b4.jpg?1783907671"
"dmu-8","Phyrexian","Token Creature — Phyrexian","2","2","B","","https://cards.scryfall.io/normal/front/b/a/ba2a7b17-a65a-4c37-bc2b-8be5ff8ce692.jpg?1783921129"
"pip-7","Zombie Mutant","Token Creature — Zombie Mutant","2","2","B","","https://cards.scryfall.io/normal/front/b/a/ba45bc9c-8257-43f8-9ba1-116b9fea90f4.jpg?1783912046"
"ths-9","Satyr","Token Creature — Satyr","2","2","GR","","https://cards.scryfall.io/normal/front/b/a/baa93038-2849-4c26-ab4f-1d50d276659f.jpg?1783939699"
"blb-28","Sword","Token Artifact — Equipment","","","","Equipped creature gets +1/+1 Equip {2}","https://cards.scryfall.io/normal/front/b/b/bb1e78e6-a9e7-48a4-9231-61fb331c5837.jpg?1783909763"
"dsk-9","Demon","Token Creature — Demon","6","6","B","Flying","https://cards.scryfall.io/normal/front/b/b/bba307eb-814c-4c87-acdf-b54c87d04f82.jpg?1783909266"
"ltc-3","Halfling","Token Creature — Halfling","1","1","W","","https://cards.scryfall.io/normal/front/b/b/bbd9ff58-4d38-4d34-9dfc-6f788830297e.jpg?1783916062"
"40k-16","Spawn","Token Creature — Spawn","3","3","R","","https://cards.scryfall.io/normal/front/b/c/bc938f2e-2d6e-4afd-9a88-34eeaf0b51e3.jpg?1783920661"
"neo-19","Tezzeret, Betrayer of Flesh Emblem","Emblem","","","","Whenever an artifact you control becomes tapped, draw a card.","https://cards.scryfall.io/normal/front/b/d/bdb4fa32-18dd-4530-a529-5477e45413dd.jpg?1783923709"
"arb-4","Zombie Wizard","Token Creature — Zombie Wizard","1","1","BU","","https://cards.scryfall.io/normal/front/b/d/bde17901-35fb-4045-8ba5-deab046cd44f.jpg?1783942408"
"neo-1","Pilot","Token Creature — Pilot","1","1","","This creature crews Vehicles as though its power were 2 greater.","https://cards.scryfall.io/normal/front/b/e/be84f259-2809-48c9-9c70-861437f08c23.jpg?1783923717"
"otp-1","Human Cleric","Token Creature — Human Cleric","2","1","RW","Lifelink, haste","https://cards.scryfall.io/normal/front/b/f/bf59bdc8-ddc2-4088-b187-be762052300a.jpg?1783911660"
"fdn-24","Kaito, Cunning Infiltrator Emblem","Emblem","","","","Whenever a player casts a spell, you create a 2/1 blue Ninja creature token.","https://cards.scryfall.io/normal/front/b/f/bfe4b1d5-f252-48fe-b4a1-7fbbc2523cf1.jpg?1783908587"
"gk1-5","Saproling // Insect","Token Creature — Saproling // Token Creature — Insect","","","","","https://cards.scryfall.io/normal/front/c/0/c06bcc5b-4ccd-452d-8579-beee6c5cbe98.jpg?1783934008"
"cma-18","Drake","Token Creature — Drake","2","2","GU","Flying","https://cards.scryfall.io/normal/front/c/0/c06d2c07-7d3e-46e3-86f0-7ceba3b0aee0.jpg?1783936169"
"drc-6","Timeless Dragon","Token Creature — Zombie Dragon","4","4","B","Flying","https://cards.scryfall.io/normal/front/c/1/c111aa4c-f0ae-4fe6-bb52-8feadb0f2680.jpg?1783907676"
"hou-6","Resilient Khenra","Token Creature — Zombie Jackal Wizard","4","4","B","When Resilient Khenra enters the battlefield, you may have target creature get +X/+X until end of turn, where X is Resilient Khenra's power.","https://cards.scryfall.io/normal/front/c/1/c1326c5d-b5a5-4942-b15d-37830ac62c7d.jpg?1783936067"
"m3c-2","Eldrazi Angel","Token Creature — Eldrazi Angel","4","4","","Flying, vigilance","https://cards.scryfall.io/normal/front/c/1/c1ce831f-3e80-4205-884f-a912b5d53742.jpg?1783911128"
"neo-9","Spirit","Token Creature — Spirit","2","2","R","Menace (This creature can't be blocked except by two or more creatures.)","https://cards.scryfall.io/normal/front/c/2/c20e427c-efa5-476c-aa33-e3149648d207.jpg?1783923714"
"blb-20","Bushy Bodyguard","Token Creature — Squirrel Warrior","1","1","G","When this creature enters, you may forage. If you do, put two +1/+1 counters on it. (This token's mana cost is {1}{G}.)","https://cards.scryfall.io/normal/front/c/2/c247d48f-d1e9-4b28-b372-bf4eea67cb8c.jpg?1783909767"
"fin-12","Robot Warrior","Token Artifact Creature — Robot Warrior","3","3","U","","https://cards.scryfall.io/normal/front/c/2/c2b4e93b-6b27-4dd3-a6dd-a75d6fab14dc.jpg?1783906134"
"inr-26","Tamiyo, Field Researcher Emblem","Emblem — Tamiyo","","","","You may cast nonland cards from your hand without paying their mana costs.","https://cards.scryfall.io/normal/front/e/0/e01bb7a6-0aec-4c70-bb8c-05b3ad904944.jpg?1783907961"
"tsr-5","Knight","Token Creature — Knight","2","2","B","Protection from white, haste Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)","https://cards.scryfall.io/normal/front/c/3/c31ce82f-6c4a-4986-be1e-032348504ad6.jpg?1783927697"
"thb-4","Kraken","Token Creature — Kraken","8","8","U","Hexproof (This creature can't be the target of spells or abilities your opponents control.)","https://cards.scryfall.io/normal/front/c/3/c3365aea-823d-44a9-94d3-ed2a31d85f34.jpg?1783931458"
"afr-17","Lolth, Spider Queen Emblem","Emblem — Lolth","","","","Whenever an opponent is dealt combat damage by one or more creatures you control, if that player lost less than 8 life this turn, they lose life equal to the difference.","https://cards.scryfall.io/normal/front/c/3/c34001fd-0e9b-445b-9c0b-381721dfebc2.jpg?1783926340"
"afr-19","Zariel, Archduke of Avernus Emblem","Emblem — Zariel","","","","At the end of the first combat phase on your turn, untap target creature you control. After this phase, there is an additional combat phase.","https://cards.scryfall.io/normal/front/c/3/c36520c3-627a-40b9-a5c7-42cc4c813b67.jpg?1783926340"
"eoe-10","Robot","Token Artifact Creature — Robot","2","2","","","https://cards.scryfall.io/normal/front/c/4/c46f9a07-005c-44b7-8057-b2f00b274dd6.jpg?1783905782"
"hou-4","Earthshaker Khenra","Token Creature — Zombie Jackal Warrior","4","4","B","Haste When Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.","https://cards.scryfall.io/normal/front/c/4/c4bb3bd7-5aef-495e-81ba-f5d287981dbd.jpg?1783936069"
"thb-12","Nightmare","Token Creature — Nightmare","2","3","BU","Whenever this creature attacks or blocks, each opponent exiles the top two cards of their library.","https://cards.scryfall.io/normal/front/c/5/c528581f-f671-45ae-8d7a-ae26a4e62ceb.jpg?1783931456"
"khm-10","Demon Berserker","Token Creature — Demon Berserker","2","3","R","Menace (This creature can't be blocked except by two or more creatures.)","https://cards.scryfall.io/normal/front/c/5/c58def55-f2ca-4c41-b891-c32e5220fc66.jpg?1783928079"
"aer-1","Gremlin","Token Creature — Gremlin","2","2","R","","https://cards.scryfall.io/normal/front/c/6/c6071fed-39c1-4f3b-a821-1611aedd8054.jpg?1783936713"
"cn2-8","Goblin","Token Creature — Goblin","1","1","R","This creature can't block.","https://cards.scryfall.io/normal/front/c/6/c63967fe-62da-4c27-9aa7-67adc77b2baf.jpg?1783937274"
"dmu-11","Elemental","Token Creature — Elemental","2","1","R","Trample, haste","https://cards.scryfall.io/normal/front/c/6/c6b2ff6f-d55a-4fa2-86be-e2e012267de4.jpg?1783921129"
"unf-6","Zombie Employee","Token Creature — Zombie Employee","2","2","B","","https://cards.scryfall.io/normal/front/c/6/c6d7d1d3-8989-4c54-9029-c1298c6ff8ca.jpg?1783920623"
"otj-9","Dinosaur","Token Creature — Dinosaur","3","1","R","","https://cards.scryfall.io/normal/front/c/7/c75c01ea-427d-4401-b5b0-166e87c4585e.jpg?1783911527"
"blb-26","Cragflame","Token Legendary Artifact — Equipment","","","","Equipped creature gets +1/+1 and has vigilance, trample, and haste. Equip {2}","https://cards.scryfall.io/normal/front/c/7/c76fa1c6-6000-47b2-9188-9c15b2c73f8f.jpg?1783909763"
"akh-13","Trueheart Duelist","Token Creature — Zombie Human Warrior","2","2","W","Trueheart Duelist can block an additional creature each combat.","https://cards.scryfall.io/normal/front/c/7/c770d91c-b7d1-44ef-922d-128cb3faef08.jpg?1783936412"
"med-r2","Dack Fayden Emblem","Emblem — Dack","","","","Whenever you cast a spell that targets one or more permanents, gain control of those permanents.","https://cards.scryfall.io/normal/front/c/8/c80136c2-7230-4fe5-b7dc-37ee32f1bd8e.jpg?1783934212"
"rvr-17","Sphinx","Token Creature — Sphinx","4","4","UW","Flying, vigilance","https://cards.scryfall.io/normal/front/c/8/c8651719-b875-48ce-b68b-ac7c0713ddf8.jpg?1783913151"
"mh3-35","Tamiyo, Seasoned Scholar Emblem","Emblem","","","","You have no maximum hand size.","https://cards.scryfall.io/normal/front/c/8/c88e2bea-9c95-447e-bc9d-7d7f8ea40567.jpg?1783911108"
"blb-6","Finch Formation","Token Creature — Bird Scout","1","1","U","Flying When this creature enters, target creature you control gains flying until end of turn. (This token's mana cost is {2}{U}.)","https://cards.scryfall.io/normal/front/c/8/c8be9b74-6f1a-4692-a09a-1013cae4da18.jpg?1783909771"
"dsc-5","Bird","Token Creature — Bird","2","2","B","Flying","https://cards.scryfall.io/normal/front/c/9/c94d14b1-0038-4e90-9335-54aef2890486.jpg?1783909277"
"ema-5","Serf","Token Creature — Serf","0","1","B","","https://cards.scryfall.io/normal/front/c/9/c98dbedd-b1f1-4a9c-af37-8ce2ae07a247.jpg?1783937530"
"soc-24","Primo, the Indivisible","Token Legendary Creature — Fractal","0","0","GU","","https://cards.scryfall.io/normal/front/c/9/c990db6b-e1f2-4802-b8b1-80a8b768be0e.jpg?1783903571"
"ddi-1","Venser, the Sojourner Emblem","Emblem — Venser","","","","Whenever you cast a spell, exile target permanent.","https://cards.scryfall.io/normal/front/c/9/c9ad6e7a-8ad8-4a35-b6c9-151720d88af9.jpg?1783940750"
"moc-1","Eldrazi","Token Creature — Eldrazi","7","7","","Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)","https://cards.scryfall.io/normal/front/c/9/c9d54def-823f-4997-b0eb-6c5e44de77bd.jpg?1783916656"
"onc-8","Soldier","Token Creature — Soldier","2","2","W","Vigilance","https://cards.scryfall.io/normal/front/f/1/f1684175-6e03-4934-92e3-e2a32725f7f9.jpg?1783918176"
"iko-6","Kraken","Token Creature — Kraken","8","8","U","","https://cards.scryfall.io/normal/front/c/a/ca17c7b2-180a-4bd1-9ab2-152f8f656dba.jpg?1783930947"
"bng-4","Bird","Token Enchantment Creature — Bird","2","2","U","Flying","https://cards.scryfall.io/normal/front/c/a/ca6ce21f-2a29-480e-91f9-b089232863ff.jpg?1783939516"
"mom-4","Kraken","Token Creature — Kraken","1","1","U","Trample","https://cards.scryfall.io/normal/front/c/b/cb727dec-dd82-4072-b2ec-a4e31b58752f.jpg?1783916673"
"c20-16","Dinosaur Cat","Token Creature — Dinosaur Cat","2","2","RW","","https://cards.scryfall.io/normal/front/c/b/cb87f3e1-f4ba-459d-9bb9-6651fe073a0a.jpg?1783931098"
"neo-6","Construct","Token Artifact Creature — Construct","3","1","R","Haste","https://cards.scryfall.io/normal/front/c/b/cbafdfc0-380a-482b-b5f8-a7a00ecf8da6.jpg?1783923715"
"tsr-12","Llanowar Elves","Token Creature — Elf Druid","1","1","G","{T}: Add {G}.","https://cards.scryfall.io/normal/front/c/b/cbcb0668-e88c-4462-b079-34f140c0277e.jpg?1783927695"
"lci-3","Gnome Soldier","Token Artifact Creature — Gnome Soldier","*","*","W","This creature's power and toughness are each equal to the number of artifacts and/or creatures you control.","https://cards.scryfall.io/normal/front/c/b/cbe7c36a-77b7-4418-9e2d-b6aeea61502e.jpg?1783913608"
"akh-25","Gideon of the Trials Emblem","Emblem — Gideon","","","","As long as you control a Gideon planeswalker, you can't lose the game and your opponents can't win the game.","https://cards.scryfall.io/normal/front/c/b/cbebd89c-0b29-44c7-bc99-53dd4b836520.jpg?1783936409"
"stx-9","Rowan, Scholar of Sparks Emblem","Emblem","","","","Whenever you cast an instant or sorcery spell, you may pay {2}. If you do, copy that spell. You may choose new targets for the copy.","https://cards.scryfall.io/normal/front/c/c/cc18b93e-b590-4fbb-be47-d63a25cde811.jpg?1783927189"
"gk1-8","Saproling // Elf Knight","Token Creature — Saproling // Token Creature — Elf Knight","","","","","https://cards.scryfall.io/normal/front/c/c/cc77373d-34d1-475b-ade9-f49bb64bff9c.jpg?1783934008"
"rna-2","Illusion","Token Creature — Illusion","0","2","U","Whenever this creature blocks a creature, that creature doesn't untap during its controller's next untap step.","https://cards.scryfall.io/normal/front/c/c/ccc3d8da-9005-44d9-bb10-18cdac7a32f5.jpg?1783933605"
"pip-6","Alien","Token Creature — Alien","0","0","U","","https://cards.scryfall.io/normal/front/c/d/cd66f10d-6fc4-4510-818c-96d29b425052.jpg?1783912045"
"bfz-12","Gideon, Ally of Zendikar Emblem","Emblem — Gideon","","","","Creatures you control get +1/+1.","https://cards.scryfall.io/normal/front/c/d/cd8be597-f402-4fb0-9135-897c4a0946f6.jpg?1783938118"
"m20-12","Mu Yanling, Sky Dancer Emblem","Emblem","","","","Islands you control have ""{T}: Draw a card.""","https://cards.scryfall.io/normal/front/c/d/cdc0849c-3a2b-4666-8fa9-755f3ea27706.jpg?1783932852"
"tla-9","Dragon","Token Creature — Dragon","4","4","R","Flying, firebending 4 (Whenever this token attacks, add {R}{R}{R}{R} to your mana pool. This mana lasts until end of combat.)","https://cards.scryfall.io/normal/front/c/d/cddc0746-6d3e-441f-866f-28587bf54801.jpg?1783904746"
"afr-3","Dog Illusion","Token Creature — Dog Illusion","*","*","U","This creature's power and toughness are each equal to twice the number of cards in your hand.","https://cards.scryfall.io/normal/front/c/e/ce3c0bd9-8a37-4164-9937-f35d1c210fe8.jpg?1783926346"
"mh3-5","Cat Warrior","Token Creature — Cat Warrior","2","1","W","","https://cards.scryfall.io/normal/front/c/e/ce5c5bcf-1fdd-4d73-a92b-223292da00ca.jpg?1783911117"
